contents,category
【易尚展示收关注函：是否通过披露“加大公司对元宇宙行业的投入”蹭热点】 11月9日，易尚展示(002751)收到深交所关注函，要求公司充分论证公司向林庆得融资的具体原因和必要性，是否存在通过披露“加大公司对元宇宙行业的投入”进行“蹭热点”，以及相关信息披露行为是否审慎，进而是否存在误导投资者情形。,银行
【央行行长易纲：将有针对性地完善数字人民币的设计和使用】下一步，我们将根据试点情况，有针对性地完善数字人民币的设计和使用。一是参考现金和银行账户管理思路，建立适合数字人民币的管理模式；二是继续提升结算效率、隐私保护、防伪等功能；三是推动数字人民币与现有电子支付工具间的交互，实现安全与便捷的统一；四是完善数字人民币生态体系建设，提升数字人民币普惠性和可得性。,银行
【央行行长易纲：将测试数字人民币对货币政策、金融市场和金融稳定等方面的影响】央行行长易纲表示，人民银行妥善研发设计方案，有效降低负面影响。首先，我们坚持数字人民币的M0定位，不计付利息，降低与银行存款的竞争。其次，采取双层运营体系，即央行实施中心化管理，保证对货币发行和货币政策的调控能力；商业银行和支付机构作为中介，为公众进行数字人民币兑换并提供支付服务。再次，设置了钱包余额上限、交易金额上限等制度摩擦，尽可能降低挤兑风险。同时，在试点过程中，对货币政策、金融市场和金融稳定等方面的影响也是重要测试内容。,银行
【热点行情回顾：美元在震荡交投中走低，市场等待美国通胀数据】① 美元指数周二在震荡交投中下跌，因投资者等待周三将公布的数据--衡量物价压力是否加速上升的下一个主要指标。② 周二公布的数据显示，美国10月生产者物价指数(PPI)强劲上涨，暗示高通胀可能持续一段时间，因疫情导致供应链紧张。[nL4S2S0454]③ 但在定于周三上午公布的消费者物价指数(CPI)数据公布之前，交易员们不愿大幅推动走势。④ “在明天的美国消费者物价指数(CPI)之前期待大的走势是徒劳的。在CPI公布后，我们可能会看到汇市有更多的波动，”道明证券资深外汇策略师Mazen Issa表示。⑤ 本月CPI将从上月的0.2%上升至0.4%，备受关注的核心CPI指标同比多增加0.3个百分点至4.3%，远高于美联储2%的年平均通胀目标。⑥ 美联储官员周二表示，目前尚不清楚高通胀是否会变得比此前预期的更为根深蒂固。⑦ 旧金山联邦储备银行总裁戴利(Mary Daly)说，就业和通胀前景将在2022年年中之前更明朗。,银行
今天《人民日报》头版的主要内容有：1、一砖一瓦建设法治中国坚实大厦——深入学习贯彻习近平法治思想综述；2、就中黎建交50周年 习近平同黎巴嫩总统奥恩互致贺电；3、前10月我国进出口总值同比增22.2%（新数据 新看点）外贸发展活力强、韧性足；4、李克强签署国务院令 公布《地下水管理条例》；5、水美山美日子美；6、弘扬张思德精神，全心全意为人民服务——论中国共产党人的精神谱系之三十五；7、促进贸易投资 助力转型升级（进博会观察）——在进博会上感受溢出带动效应。,银行
【证券时报：房地产企业境内发债的相关政策会有所松动 近期将会有房企在公开市场发债融资】证券时报头版刊文称，11月9日，中国银行间市场交易商协会举行房企代表座谈会。据悉，部分参会房企有计划近期在银行间市场注册发行债务融资工具。有债券从业人士表示，座谈会的召开，意味着房地产企业境内发债的相关政策会有所松动，近期将会有房企在公开市场发债融资，同时，银行等机构投资者也会通过债券投资等方式重新为房企“输血”，防止房企资金链进一步恶化。,银行
【今日财经日历大事件提醒】经济数据关注：①09:30 中国10月居民消费价格同比（预估1.4%，前值0.7%）；②09:30 中国10月工业生产者出厂价格同比（预估12.3%，前值10.7%）；③15:00 德国10月消费价格同比终值；④20:00 美国上周MBA抵押贷款申请指数环比；⑤21:30 美国上周首次申领失业救济人数（预估26万，前值26.9万）；⑥21:30 美国10月消费价格环比；⑦23:00 美国9月批发库存环比终值；⑧10-15日（以实际公布时间为准）中国10月社会融资规模增量、10月新增人民币贷款、货币供应量M0、M1、M2等数据；⑨11日03:00 美国10月预算报告。全球央行和政府动态关注：①15:00 泰国央行利率决定（预估0.5%，现值0.5%）；②17:30 欧洲央行官员Elderson讲话；③22:00 英国央行官员Tenreyro讲话。,银行
【部分监管要求上报教育培训贷款数据，业内称等同房贷待遇】记者获悉，部分地区监管已要求商业银行上报教育培训类分期贷款数据。监管机构并未要求暂停教育分期贷款，要求单独上报相关数据口径，目的或为了解教育分期规模和资产质量情况。（21财经）,银行
【部分监管要求上报教育培训贷款数据 业内称等同房贷待遇】近期，部分地区监管已要求商业银行上报教育培训类分期贷款数据。监管机构并未要求暂停教育分期贷款，要求单独上报相关数据口径，目的或为了解教育分期规模和资产质量情况。“相当于享受了房地产贷款专项数据上报的待遇。”一位大行分行人士笑称，当地银保监发文，要求商业银行按季度上报教育培训行业授信情况。,银行
【午评：三大指数低开高走创指涨0.7% 地产股强势反弹】三大指数小幅低开后走高，创指冲高超1%后有所回落，盘中持续高位盘整。板块方面，房地产板块大幅拉升，证券、银行等大金融板块活跃，培育钻石、北交所概念、水泥、芯片等板块走强，云游戏、元宇宙概念股盘中探底回升；绿电、油气开采板块持续下挫，啤酒、白酒、食品加工等板块较低迷。总体而言，市场情绪回暖，个股涨多跌少，赚钱效应较好，上午半天两市成交达6600亿元。从盘面上看，房地产、培育钻石、云游戏板块涨幅居前，啤酒、绿电、油气开采板块跌幅居前。,白酒
【午评：三大指数低开高走创指涨0.7% 地产股强势反弹】三大指数小幅低开后走高，创指冲高超1%后有所回落，盘中持续高位盘整。板块方面，房地产板块大幅拉升，证券、银行等大金融板块活跃，培育钻石、北交所概念、水泥、芯片等板块走强，云游戏、元宇宙概念股盘中探底回升；绿电、油气开采板块持续下挫，啤酒、白酒、食品加工等板块较低迷。总体而言，市场情绪回暖，个股涨多跌少，赚钱效应较好，上午半天两市成交达6600亿元。从盘面上看，房地产、培育钻石、云游戏板块涨幅居前，啤酒、绿电、油气开采板块跌幅居前。,银行
【国研中心召集广州市房协及金融机构座谈 交流房地产市场情况】记者获悉，国务院发展研究中心昨日召集广州市房协和部分金融机构座谈。会上，相关参与单位就当前房地产市场形势进行了交流。（财联社）,银行
港股上扬，恒生指数涨1%，恒生科技指数涨近2%，内险股、银行股贡献涨幅居前。,银行
【工业和信息化部与证监会就发挥资本市场作用支持中小企业发展座谈交流】工业和信息化部将深化与证监会合作，强化产业政策与金融政策协同，支持北京证券交易所打造成为服务创新型中小企业的主阵地，加强优质中小企业上市培育，支持优质中小企业加快对接资本市场。,银行
中国人民银行：重点支持基于实体经济创新发展和制造业转型升级、提升产业链供应链完整性和现代化水平而开展的新型离岸国际贸易。,银行
【北向资金今日净买入86.1亿元】北向资金今日大幅净买入86.1亿元。东方财富、中国平安、贵州茅台分别获净买入18.12亿元、11.41亿元、5.46亿元。赣锋锂业净卖出额居首，金额为1.67亿元。,白酒
【楼市松限？沈阳市房产局正式回复：仍执行现行限购限售政策】面对网上有关“沈阳解除限购”传言，沈阳市房产局正式回复：“近日，网传沈阳市解除限购、限售等政策。经查，沈阳仍执行现行限购、限售等政策，未发生改变，希望广大市民不信谣、不传谣。”（每经）,房地产开发
【MSCI中国A股在岸指数新纳入53个成分股 市值前三大个股为合盛硅业、舍得酒业、藏格控股】MSCI中国A股在岸指数新纳入53个成分股，剔除30个成分股；新纳入的市值前三大个股为合盛硅业、舍得酒业、藏格控股。MSCI中国全股票指数新纳入68个成分股，剔除52个成分股；新纳入的市值前三大个股为合盛硅业、中国中车H股、中煤能源H股。,白酒
【中文在线：已经进行“元宇宙”的布局，但仍处于探索尝试阶段】中文在线发布股票交易异常波动公告：公司已经进行“元宇宙”的布局，但仍处于探索尝试阶段，项目未来的实施进度以及能否达到公司预计的效果，存在较大的不确定性，且对公司短期经营业绩不构成重大影响。,银行
【午评：三大指数弱势盘整创指跌0.5% 农业、军工股再度活跃】三大指数集体高开，沪指早间窄幅震荡，创业板指小幅冲高后持续回落。板块方面，农业、军工股大幅拉升，电子烟、光伏、储能板块走强，电力设备、机场航运、半导体、汽车零部件等板块活跃；昨日大涨的房地产板块回调，钢铁、煤炭板块走弱，北交所概念、云游戏、证券、白酒等板块低迷。总体而言，市场风格持续切换，个股涨跌互现，赚钱效应一般，上午半天两市成交达6700亿元。从盘面上看，特高压、农业、军工板块涨幅居前，钢铁、煤炭、北交所概念板块跌幅居前。,白酒
北交所发布《北京证券交易所向不特定合格投资者公开发行股票并上市业务规则适用指引第1号》的公告。,银行
北交所：2021年11月12日，北交所发布《北京证券交易所合格境外机构投资者和人民币合格境外机构投资者证券交易实施细则》等6件业务规则，自2021年11月15日起施行。上述规则连同前期发布的45件业务规则，涵盖发行上市、融资并购、公司监管、证券交易、会员管理以及投资者适当性等方面，形成了北交所自律规则体系。,银行
北交所11月15日正式开市，开市后合计可参与交易的投资者超400万户。（央视财经）,银行
北交所：投资者交易经手费按成交金额的0.5‰双边收取。,银行
【央行：更好支持消费投资恢复 抑制价格过快上涨】人民银行党委召开会议，加强金融支持构建新发展格局。坚持稳健的货币政策，做好跨周期设计，统筹考虑今明两年政策衔接，更好支持消费投资恢复，抑制价格过快上涨，促进经济社会高质量发展。继续稳妥有序处置高风险金融机构，压实各方责任，牢牢守住不发生系统性风险的底线。继续深化金融供给侧结构性改革，加快推进实施“十四五”金融发展规划，建设更高水平的开放型金融新体制，有效应对外部冲击风险。,银行
【房贷松绑了？部分银行房贷适度调整，保障刚需购房需求】房贷到底放松了吗？记者采访多名从业人士后了解到，由于交易量下降等因素，目前房地产按揭贷款发放的速度确实有所提升，告别了前期“半年还拿不到贷款”的情况。“整体趋势是在向好的。”这是多个房地产中介的感受。不过，据澎湃新闻了解，目前国有大行中，多数银行未现明显调整。中国工商银行、中国银行的个贷经理均表示，在上海的按揭贷款放款速度并未有明显变化，仍需半年左右。（澎湃新闻）,银行
【部分券商APP北交所交易模块已经上线】据悉，券商针对北交所进行了全面的升级改造和配置。前端提供便于投资者开展北交所交易的通用交易界面、快捷入口及专用入口，设立独立板块用于揭示北交所行情内容，并与沪深市场同级别。投资者通过推送的软件升级提示进行操作后，即可看到北交所相关的交易专区。截至目前，中信建投、海通证券、申万宏源等部分券商APP中，北交所交易模块已经上线。 (上证),银行
央行：2021年11月15日人民银行开展10000亿元中期借贷便利（MLF）操作（含对11月16日和30日两次MLF到期的续做），中标利率为2.95%。,银行
【人民财评：北交所值得更多期待】11月15日，北京证券交易所正式开市。我国资本市场又一重大改革举措落地。开市首日，将有81只股票交易，其中71家是精选层企业平移到北交所，10家为开市直接上市的新股。通过北交所架起金融资本与创新型中小企业的桥梁，既包容呵护也严格监管，让创新型中小企业“新苗”在北交所这片沃土中茁壮成长。北交所还是个“新生儿”，市场功能的充分发挥、市场认可度的提升任重道远，需各方努力，共同携手把北交所建设好、发展好。,银行
【发改委谈碳达峰碳中和后续“1+N”政策体系：有关部门正在研究制定重点行业实施方案】国家发改委：关于“1+N”后续政策体系，有关部门正在研究制定能源、工业、城乡建设、交通运输、农业农村等领域和钢铁、石化化工、有色金属、建材、电力、石油天然气等重点行业实施方案，以及科技支撑、财政金融、碳汇能力、统计核算和督查考核等支撑政策。目前，工业、交通运输、城乡建设等领域实施方案和《科技支撑碳达峰碳中和行动方案》已编制完成，正在按程序报请审议，审议通过后将按程序印发实施。下一步，领导小组办公室将会同各成员单位扎实推进各项工作，推动碳达峰碳中和工作行稳致远，不断取得新成效。,银行
【午评：两市早盘低开高走创指站稳3400点 白酒概念领涨两市】三大指数低开高走，集体翻红后高位震荡，北交所市场表现略显萎靡，市场内股票多数下跌。板块方面，元宇宙概念继续冲高，白酒、医美、家电等大消费板块表现强势，热点概念NMN、CRO、培育钻石板块再活跃。总体而言，领涨热点转换频繁，市场涨跌参半，赚钱效应一般。从盘面上看，培育钻石、家电、白酒概念板块涨幅居前，注册制次新股、盐湖提锂、鸿蒙概念板块跌幅居前。,白酒
【北向资金今日净买入41.99亿元 五粮液获净买入6.55亿元】北向资金今日净买入41.99亿元。五粮液、贵州茅台、长春高新分别获净买入6.55亿元、6.26亿元、4.72亿元。中国平安净卖出额居首，金额为2.33亿元。,白酒
【监管引导长期资金入市投资公募REITs 保险资金投资公募REITs通知正式下发】近日银保监会针对保险机构下发了《保险资金投资公开募集基础设施证券投资基金有关事项的通知》。通知显示：银保监会同意保险资金投资公开募集基础设施证券投资基金，开展公募REITs投资业务的保险集团、保险公司、保险资产管理公司等机构，应当公司治理完善、市场信誉良好，具备健全有效的内部控制体系和投资管理制度，经营审慎稳健。保险机构自行投资公募REITs的，应当具备不动产投资管理能力，近一年资产负债管理能力评估结果不得低于80分，上季度末综合偿付能力充足率不得低于150%；保险机构委托保险资管公司或其他专业管理机构投资公募REITs的，近一年资产负债管理能力评估结果不得低于60分，上季度末综合偿付能力充足率不得低于120%。（券中社）,银行
【午评：两市早盘震荡走高创指站回3400点 新能源板块卷土重来】大小指数开盘后走势分化，沪指弱势震荡，创业板指走势较强，盘中一度涨近1%，带动沪指成功翻红，板块方面，锂电股卷土重来，工业母机、CRO、稀土永磁等轮番拉升，光伏、风电等新能源板块再度走强。总体而言，市场领涨热点频繁转换，持续性不强，场外资金进场做多意愿较弱，存量博弈特征显著，个股涨多跌少，赚钱效应一般。从盘面上看，盐湖提锂、工业母机、稀土永磁板块涨幅居前，培育钻石、白酒概念、农业种植板块跌幅居前。,白酒
【北向资金今日净卖出2.38亿元 贵州茅台获净卖出11.67亿元】北向资金今日净卖出2.38亿元。贵州茅台、格力电器、隆基股份分别获净卖出11.67亿元、2.74亿元、2.29亿元。赣锋锂业净买入额居首，金额为3.86亿元。,白酒
今天《人民日报》头版的主要内容有：1、牢记初心使命的政治宣言——《中共中央关于党的百年奋斗重大成就和历史经验的决议》诞生记；2、习近平同以色列总统赫尔佐格通电话；3、习近平重要著作上合组织国家语言文版推介会在京举行；4、深刻认识党同人民生死相依休戚与共的血肉联系——论学习贯彻党的十九届六中全会精神；5、李克强主持召开国务院常务会议 审议通过“十四五”推进国家政务信息化规划，加快建设数字政府提升政务服务水平；决定设立支持煤炭清洁高效利用专项再贷款，促进绿色低碳发展；6、栗战书同秘鲁国会主席阿尔瓦举行会谈；7、韩正与俄罗斯副总理诺瓦克共同主持中俄能源合作委员会第十八次会议；8、王岐山出席2021年创新经济论坛开幕式并发表主旨演讲。,银行
【齐翔腾达：证监会决定对控股股东齐翔集团进行立案调查】齐翔腾达早间公告，因控股股东齐翔集团涉嫌内幕交易等违法违规行为，证监会决定对齐翔集团进行立案调查。上述立案系对齐翔集团的调查，不会对公司的正常生产经营活动产生影响。在立案调查期间，齐翔集团将积极配合证监会的工作并严格按照监管要求履行信息披露义务。,银行
房地产开发板块持续走强，万通发展此前涨停，广宇发展、华联控股、阳光城、招商蛇口跟涨。,房地产开发
【11月LPR报价出炉 1年期和5年期LPR均连续19个月维持不变】中国11月1年期贷款市场报价利率（LPR）为3.85%，预期为3.85%，上月为3.85%；5年期贷款市场报价利率（LPR）为4.65%，预期为4.65%，上月为4.65%。,银行
【午评：两市早盘高开高走创指涨2% 半导体芯片股强势领涨】三大指数高开高走，沪指早间持续高位盘整，创业板指冲高涨至2%。板块方面，锂电池、半导体芯片股大幅拉升，Mini LED、汽车、氢能源板块走强，稀土、消费电子、汽车零部件等板块活跃；CRO概念、房地产板块低迷，在线旅游、啤酒、冰雪产业等板块走弱。总体而言，多空博弈激烈，个股涨多跌少，赚钱效应较好，两市成交明显放量，上午半天两市成交达7900亿元。 从盘面上看，盐湖提锂、半导体芯片、Mini LED板块涨幅居前，房地产、在线旅游、CRO概念板块跌幅居前。,白酒
【高松涛接受监察调查 国家制造业转型升级基金回应：基金正常运作】据中央纪委国家监委驻国家开发银行纪检监察组、山东省监委消息，华芯投资管理有限责任公司原副总裁高松涛涉嫌严重违法，目前正在接受监察调查。简历显示，高松涛2019年11月至今任中国国家制造业转型升级基金股份有限公司总经理。国家制造业转型升级基金相关负责人11月22日表示，目前基金正常运作，没有受到影响；至于高松涛职位是否保留，该负责人表示目前无法回答，以公告为准。 (证券时报),银行
【午评：三大指数走势分化沪指涨0.4% 钢铁、煤炭板块再度活跃】三大指数集体低开，随后走势分化，沪指早间维持红盘震荡，创指小幅下探后水下盘整，临近午间收盘前拉升翻红。板块方面，受政策利好消息刺激，节能电机概念股大涨，券商、钢铁等权重板块走强，稀土、汽车零部件、电子烟、煤炭、培育钻石等板块活跃；农业、燃气板块表现低迷，食品加工、啤酒等板块走弱。总体而言，市场领涨热点频繁转换，持续性较弱，个股涨跌参半，赚钱效应一般，上午半天两市成交达7800亿元。从盘面上看，钢铁、电子烟、培育钻石板块涨幅居前，种植业、燃气、食品加工板块跌幅居前。,白酒
【北向资金今日净买入52.23亿元 宁德时代获10.57亿元净买入】北向资金今日净买入52.23亿元，连续3日净买入。宁德时代、贵州茅台、天赐材料分别获净买入10.57亿元、9.91亿元、3.69亿元。伊利股份净卖出额居首，金额为6.72亿元。,白酒
【刘鹤人民日报撰文：必须实现高质量发展】人民日报刊登刘鹤署名文章《必须实现高质量发展》。文章指出，要以深化供给侧结构性改革为主线。我国经济运行面临的主要矛盾在供给侧，实现高质量发展关键在于提升供给体系的水平和质量，更好适应、引领和创造新需求。壮大实体经济，加快建设制造强国。要深化金融供给侧结构性改革，加强治理结构改革，提高金融体系服务实体经济的能力和水平，促进实体经济与金融协调发展，实现“科技—产业—金融”的高水平循环。资本市场在金融运行中具有牵一发而动全身的作用，要坚持“建制度、不干预、零容忍”的方针，打造规范、透明、开放、有活力、有韧性的资本市场，使之成为推动科技创新和实体经济转型升级的枢纽。适应数字化趋势，发展数字经济，推动传统产业技术改造，发展战略性新兴产业。在坚持以供给侧结构性改革为主线的过程中，要重视需求侧管理，坚持扩大内需这个战略基点，始终把扩大内需同深化供给侧结构性改革有机结合起来。适度超前进行基础设施建设。有序落实碳达峰碳中和，加强全国统筹，完善能耗控制机制，通过市场竞争推动淘汰落后产能。实施好区域协调发展战略，打造高质量发展增长极。要坚持房子是用来住的、不是用来炒的定位，因城施策、分类指导，着力稳地价、稳房价、稳预期，落实好房地产市场长效机制，顺应居民高品质住房需求，更好解决居民住房问题，促进房地产行业平稳健康发展和良性循环。,房地产开发
【刘鹤人民日报撰文：必须实现高质量发展】人民日报刊登刘鹤署名文章《必须实现高质量发展》。文章指出，要以深化供给侧结构性改革为主线。我国经济运行面临的主要矛盾在供给侧，实现高质量发展关键在于提升供给体系的水平和质量，更好适应、引领和创造新需求。壮大实体经济，加快建设制造强国。要深化金融供给侧结构性改革，加强治理结构改革，提高金融体系服务实体经济的能力和水平，促进实体经济与金融协调发展，实现“科技—产业—金融”的高水平循环。资本市场在金融运行中具有牵一发而动全身的作用，要坚持“建制度、不干预、零容忍”的方针，打造规范、透明、开放、有活力、有韧性的资本市场，使之成为推动科技创新和实体经济转型升级的枢纽。适应数字化趋势，发展数字经济，推动传统产业技术改造，发展战略性新兴产业。在坚持以供给侧结构性改革为主线的过程中，要重视需求侧管理，坚持扩大内需这个战略基点，始终把扩大内需同深化供给侧结构性改革有机结合起来。适度超前进行基础设施建设。有序落实碳达峰碳中和，加强全国统筹，完善能耗控制机制，通过市场竞争推动淘汰落后产能。实施好区域协调发展战略，打造高质量发展增长极。要坚持房子是用来住的、不是用来炒的定位，因城施策、分类指导，着力稳地价、稳房价、稳预期，落实好房地产市场长效机制，顺应居民高品质住房需求，更好解决居民住房问题，促进房地产行业平稳健康发展和良性循环。,银行
【刘鹤人民日报撰文：推动我国对外开放由商品和要素流动型开放向规则等制度型开放转变】人民日报刊登刘鹤署名文章《必须实现高质量发展》。文章指出，我们必须解放思想，以开拓精神和专业态度，推动改革开放在重点领域、关键环节取得重大突破。重点推动土地、金融、科技、数据等要素价格由市场决定，理顺煤、电等能源价格机制，鼓励绿色能源发展，围绕提高资源配置效率、畅通经济循环、增强有效激励来拓展改革的广度、深度。中国对外开放方针不会变，今天不会变，将来也不会变。要推动我国对外开放由商品和要素流动型开放向规则等制度型开放转变，加快构建与国际通行规则相衔接的制度体系和监管模式。要把参与发达经济体市场竞争和引进发达经济体高技术高质量的直接投资，作为提高对外开放水平的重要方面。推进共建“一带一路”高质量发展，实现高质量引进来和高水平走出去。推动完善全球经济治理体系，高举经济全球化大旗，商谈和积极加入高水平自贸协定，推动形成更加紧密稳定的全球经济体系，与国内高质量发展形成正反馈效应。,银行
【成都出台利好房企新政：预售金支取比上升 协调开发贷展期】据悉，成都将放松对楼盘项目的预售资金监管限制。房地产企业信用等级为A级及以上的，可使用外地银行保函替代相应下浮的监管额度。在项目主体结构工程完成四分之三以及主体结构封顶两个节点，监管额度内预售资金支取比例上限分别提高5%；项目并联竣工验收备案后，监管额度内预售资金支取比例可达到95%。除此以外，成都还提出要提高房地产审批效率，实行价格指导、预售许可、开盘销售等全流程限时办结，将总体审批时限压缩三分之一以上。(第一财经),银行
"  【利欧股份公告与专业投资机构合作投资SpaceX进展：TBCA已退还出资款5000万美元至利欧投资】利欧股份公告，TBCA的普通合伙人Tomales Bay Capital Anduril III GP, LLC向公司发出邮件表示其无法接受利欧投资继续持有LP份额，并拟退还利欧投资出资款。公司收到邮件后立即回复表示反对。截止2021年11月24日，TBCA已退还出资款5000万美元至利欧投资。公司认为TBCA终止协议无法律依据，对其退回投资款和收回利欧投资持有的LP份额不予接受。公司保留一切权利维护公司利益，包括但不限于提起司法程序。",银行
【银保监会：银行不得利用低价方式开展不正当竞争】中国银保监会发布关于《关于规范银行服务市场调节价管理的指导意见》公开征求意见的公告。 意见指出，实行市场调节价的服务项目价格由银行依法自主制定，通过市场竞争形成。银行不得利用低价方式开展不正当竞争；对于融资类业务，不得未提供实质性服务而收取费用；不得在设置价格区间时，过度扩大区间上下限间隔，规避价格管理要求；不得在基于外部成本定价时，收取显著高于外部服务价格标准的费用；不得对服务项目重复收取费用，或以降价为由降低服务质量或数量。,银行
中国银保监会：鼓励银行对小微企业、个体工商户等实施差异化定价，合理制定和调整服务项目价格，结合自身经营策略划分客户群体，给予适当减免优惠。,银行
【午评：三大指数弱势盘整创指微跌 医药医疗股活跃】三大指数开盘涨跌不一，随后持续弱势盘整。板块方面，受利好消息刺激，养老概念股大幅拉升，鸿蒙概念、特高压板块强势，绿电、教育、家电、中药、半导体芯片股活跃；云游戏、元宇宙概念股下挫，煤炭、钢铁、油气开采等板块走弱，光伏、汽车零部件、啤酒等板块低迷。总体而言，热点板块轮动较快，个股涨跌参半，赚钱效应一般，上午半天两市成交达6900亿元。从盘面上看，鸿蒙概念、教育、特高压板块涨幅居前，煤炭、元宇宙、云游戏板块跌幅居前。,白酒
【人民网评论：NFT，通往元宇宙，还是走向大骗局？】NFT全称为Non-Fungible Tokens，即“非同质化代币”。行业人士认为，目前国内对于NFT的法律性质、交易方式、监督主体、监督方式等尚未明确，NFT存在炒作、洗钱和金融产品化等风险，对于NFT投资应该保持谨慎态度，警惕“击鼓传花”式的金融骗局。中国银行法学研究会理事肖飒称，国内对于金融行为的强监管不会变，基于NFT目前存在的风险，应着重提升投资NFT行为中的合法合规意识，加强行业潜在风险的监管与防范。,银行
【明年3月1日起，微信支付宝收款码将不能用于经营收款】“2022年3月1日起个人收款码禁用于经营性服务”及“禁止个人静态收款条码被用于远程非面对面收款”的消息近日刷屏网络。记者获悉，这一消息源自央行近期发布的条码支付监管新通知。2021年10月13日，央行官网发布《中国人民银行关于加强支付受理终端及相关业务管理的通知》，对收单机构和清算结构提出了一系列的管理要求。与此同时，条码支付也被纳入监管，对个人收款条码的使用规范做出具体规定，并将于2022年3月1日起施行。（北京日报）,银行
  香港恒生指数收跌0.95%，恒生科技指数跌0.86%，互联网科技、博彩、航空板块下挫，美团、快手、哔哩哔哩、银河娱乐跌5%。恒大汽车大跌20%，公告称公司仍然在接触不同的潜在投资者。,银行
  【证监会：加大对资本市场违法行为执法力度 严厉打击各类违法违规行为】证监会表示，将严格落实“零容忍”要求，加大对资本市场违法行为执法力度，严厉打击各类违法违规行为，持续净化资本市场环境。同时，贯彻落实《办法》规定，及时回应解决证券期货行政执法当事人承诺制度执行中出现的新情况、新问题，依法保护投资者合法权益，维护公开、公平、公正的资本市场秩序，促进资本市场平稳健康发展。,银行
 【天齐锂业：银团同意将境内和境外合计18.84亿美元自到期日起展期】天齐锂业公告，银团同意将境内银团贷款项下的A类贷款13亿美元和境外银团贷款余额5.84亿美元合计18.84亿美元自到期日起展期。,银行
【华夏幸福：公司累计未能如期偿还债务本息合计1013.04亿元】华夏幸福公告，新增未能如期偿还银行贷款、信托贷款等形式的债务本息金额73.25亿元；公司累计未能如期偿还债务本息合计1013.04亿元。,银行
【证监会批复同意在上海区域性股权市场开展私募股权和创业投资份额转让试点】证监会近日批复同意在上海区域性股权市场开展私募股权和创业投资份额转让试点。份额转让试点将依托上海股权托管交易中心开展，逐步拓宽私募股权和创业投资退出渠道，促进私募基金与区域性股权市场融合发展，助力金融与产业资本循环畅通。同时，批复也要求各方严守私募监管底线，把好合格投资者准入关，严格落实日常监管和风险处置属地责任。,银行
【习近平：中非要坚持团结抗疫、深化务实合作、推进绿色发展、维护公平正义】国家主席习近平29日晚在北京以视频方式出席中非合作论坛第八届部长级会议开幕式并发表主旨演讲。 习近平就构建新时代中非命运共同体提出4点主张。第一，坚持团结抗疫。切实保障疫苗在非洲的可及性和可负担性。第二，深化务实合作。扩大贸易和投资规模，共享减贫脱贫经验，加强数字经济合作。第三，推进绿色发展。倡导绿色低碳理念，积极发展可再生能源，不断增强可持续发展能力。第四，维护公平正义。理直气壮坚持发展中国家的正义主张，把我们的共同诉求和共同利益转化为共同行动。（新华社）,银行
【习近平：中国将同非洲国家共同实施“九项工程”】国家主席习近平29日晚在北京以视频方式出席中非合作论坛第八届部长级会议开幕式并发表主旨演讲。 习近平指出，中国将同非洲国家密切配合，共同实施“九项工程”：一是卫生健康工程。二是减贫惠农工程。三是贸易促进工程。四是投资驱动工程。五是数字创新工程。六是绿色发展工程。七是能力建设工程。八是人文交流工程。九是和平安全工程。（新华社）,银行
美国30年期国债收益率下跌逾1.0个基点，刷新1月份以来低点至1.7744%；10年期美债收益率刷新日低至1.4290%，美国宣布确诊首例奥密克戎变异毒株感染者，使得投资者转向避险美债。,银行
【午评：两市早盘冲高回落创指跌0.3% 汽车整车板块逆势走高】三大指数集体低开，开盘后冲高回落，一度集体翻红，教育股在利好刺激下走强，白酒、造纸板块继续拉升，储能、特高压、半导体、军工等板块持续走低，汽车整车股逆市走高。总体而言，盘面氛围整体温和良性，但板块间依旧分化剧烈且缺少清晰的主流热点，个股跌多涨少，赚钱效应一般。截至午间收盘，沪指收平，报3577.03点；深成指跌0.2%，报14765.15点；创指跌0.29%，报3463.27点。从盘面上看，教育、中船系、汽车整车板块涨幅居前，元宇宙、云游戏、工业母机板块跌幅居前。,白酒
【收评：沪指午后震荡走高站上3600点 港口航运板块全天领涨】三大指数集体高开，沪指早间横盘震荡，创业板指下行翻绿，板块方面，军工、白酒、半导体板块强势领涨，绿电、医美概念股异动拉升。午后沪指继续上扬，继上周后再度站上3600点，创业板指震荡回升翻红，两市成交额连续31日破万亿，北向资金全天流入超130亿，板块方面，港口、煤炭、绿电、白酒等周期权重类板块涨幅居前。总体而言，市场人气较为活跃，但热点轮动持续没有规律，个股涨多跌少，赚钱效应一般。截至收盘，沪指涨0.94%，报3607.43点，成交额达4936亿元；深成指涨0.86%，报14892.05点，成交额达6418亿元；创指涨0.34%，报3478.67点，成交额达2569亿元。 从盘面上看，港口航运、绿色电力、煤炭概念板块涨幅居前，烟草、教育、造纸板块跌幅居前。,白酒
